"","Economy","Region","Parameter","Rank"
"1348","Canada","North America","Paying.Taxes",16
"1349","Latvia","Central and Eastern Europe","Paying.Taxes",13
"1350","Germany","Western Europe","Paying.Taxes",41
"1351","United Arab Emirates","Middle East and Northern Africa","Paying.Taxes",1
"1352","Austria","Western Europe","Paying.Taxes",39
"1353","Iceland","Western Europe","Paying.Taxes",33
"1354","Malaysia","Southeastern Asia","Paying.Taxes",73
"1355","Mauritius","Sub-Saharan Africa","Paying.Taxes",10
"1356","Thailand","Southeastern Asia","Paying.Taxes",67
"1357","Poland","Central and Eastern Europe","Paying.Taxes",51
"1358","Spain","Western Europe","Paying.Taxes",34
"1359","Portugal","Western Europe","Paying.Taxes",38
"1360","Czech Republic","Central and Eastern Europe","Paying.Taxes",53
"1361","France","Western Europe","Paying.Taxes",54
"1362","Netherlands","Western Europe","Paying.Taxes",20
"1363","Switzerland","Western Europe","Paying.Taxes",19
"1364","Japan","Eastern Asia","Paying.Taxes",68
"1365","Russian Federation",NA,"Paying.Taxes",52
"1366","Kazakhstan","Central and Eastern Europe","Paying.Taxes",50
"1367","Slovenia","Central and Eastern Europe","Paying.Taxes",58
"1368","Belarus","Central and Eastern Europe","Paying.Taxes",96
"1369","Slovak Republic",NA,"Paying.Taxes",49
"1370","Kosovo","Central and Eastern Europe","Paying.Taxes",45
"1371","Rwanda","Sub-Saharan Africa","Paying.Taxes",31
"1372","Montenegro","Central and Eastern Europe","Paying.Taxes",70
"1373","Serbia","Central and Eastern Europe","Paying.Taxes",82
"1374","Moldova","Central and Eastern Europe","Paying.Taxes",32
"1375","Romania","Central and Eastern Europe","Paying.Taxes",42
"1376","Italy","Western Europe","Paying.Taxes",112
"1377","Armenia","Central and Eastern Europe","Paying.Taxes",87
"1378","Hungary","Central and Eastern Europe","Paying.Taxes",93
"1379","Mexico","Latin America and Caribbean","Paying.Taxes",115
"1380","Bulgaria","Central and Eastern Europe","Paying.Taxes",90
"1381","Croatia","Central and Eastern Europe","Paying.Taxes",95
"1382","Belgium","Western Europe","Paying.Taxes",59
"1383","Cyprus","Western Europe","Paying.Taxes",44
"1384","Israel","Middle East and Northern Africa","Paying.Taxes",99
"1385","Chile","Latin America and Caribbean","Paying.Taxes",72
"1386","Brunei Darussalam",NA,"Paying.Taxes",104
"1387","Azerbaijan","Central and Eastern Europe","Paying.Taxes",35
"1388","Peru","Latin America and Caribbean","Paying.Taxes",121
"1389","Colombia","Latin America and Caribbean","Paying.Taxes",142
"1390","Turkey","Middle East and Northern Africa","Paying.Taxes",88
"1391","Costa Rica","Latin America and Caribbean","Paying.Taxes",60
"1392","Mongolia","Eastern Asia","Paying.Taxes",62
"1393","Luxembourg","Western Europe","Paying.Taxes",21
"1394","Puerto Rico (U.S.)",NA,"Paying.Taxes",161
"1395","Albania","Central and Eastern Europe","Paying.Taxes",125
"1396","Bahrain","Middle East and Northern Africa","Paying.Taxes",5
"1397","Greece","Western Europe","Paying.Taxes",65
"1398","Vietnam","Southeastern Asia","Paying.Taxes",86
"1399","Morocco","Middle East and Northern Africa","Paying.Taxes",25
"1400","Jamaica","Latin America and Caribbean","Paying.Taxes",122
"1401","Oman","Middle East and Northern Africa","Paying.Taxes",11
"1402","Indonesia","Southeastern Asia","Paying.Taxes",114
"1403","El Salvador","Latin America and Caribbean","Paying.Taxes",61
"1404","Uzbekistan","Central and Eastern Europe","Paying.Taxes",78
"1405","Bhutan","Southern Asia","Paying.Taxes",17
"1406","Ukraine","Central and Eastern Europe","Paying.Taxes",43
"1407","Kyrgyz Republic",NA,"Paying.Taxes",151
"1408","China","Eastern Asia","Paying.Taxes",130
"1409","Panama","Latin America and Caribbean","Paying.Taxes",180
"1410","Kenya","Sub-Saharan Africa","Paying.Taxes",92
"1411","Botswana","Sub-Saharan Africa","Paying.Taxes",47
"1412","South Africa","Sub-Saharan Africa","Paying.Taxes",46
"1413","Qatar","Middle East and Northern Africa","Paying.Taxes",1
"1414","Malta","Western Europe","Paying.Taxes",71
"1415","Zambia","Sub-Saharan Africa","Paying.Taxes",15
"1416","Bosnia and Herzegovina","Central and Eastern Europe","Paying.Taxes",137
"1417","Samoa",NA,"Paying.Taxes",64
"1418","Tunisia","Middle East and Northern Africa","Paying.Taxes",140
"1419","Tonga",NA,"Paying.Taxes",98
"1420","Vanuatu",NA,"Paying.Taxes",57
"1421","St. Lucia",NA,"Paying.Taxes",74
"1422","Saudi Arabia","Middle East and Northern Africa","Paying.Taxes",76
"1423","San Marino",NA,"Paying.Taxes",40
"1424","Uruguay","Latin America and Caribbean","Paying.Taxes",106
"1425","Seychelles",NA,"Paying.Taxes",29
"1426","Kuwait","Middle East and Northern Africa","Paying.Taxes",6
"1427","Guatemala","Latin America and Caribbean","Paying.Taxes",100
"1428","Dominica",NA,"Paying.Taxes",77
"1429","Dominican Republic","Latin America and Caribbean","Paying.Taxes",149
"1430","India","Southern Asia","Paying.Taxes",119
"1431","Fiji",NA,"Paying.Taxes",120
"1432","Trinidad and Tobago","Latin America and Caribbean","Paying.Taxes",162
"1433","Jordan","Middle East and Northern Africa","Paying.Taxes",97
"1434","Lesotho","Sub-Saharan Africa","Paying.Taxes",111
"1435","Nepal","Southern Asia","Paying.Taxes",146
"1436","Namibia",NA,"Paying.Taxes",79
"1437","Antigua and Barbuda",NA,"Paying.Taxes",144
"1438","Paraguay","Latin America and Caribbean","Paying.Taxes",127
"1439","Papua New Guinea",NA,"Paying.Taxes",91
"1440","Malawi","Sub-Saharan Africa","Paying.Taxes",134
"1441","Sri Lanka","Southern Asia","Paying.Taxes",158
"1442","Swaziland","Sub-Saharan Africa","Paying.Taxes",63
"1443","Philippines","Southeastern Asia","Paying.Taxes",105
"1444","West Bank and Gaza",NA,"Paying.Taxes",109
"1445","Honduras","Latin America and Caribbean","Paying.Taxes",164
"1446","Solomon Islands",NA,"Paying.Taxes",37
"1447","Argentina","Latin America and Caribbean","Paying.Taxes",169
"1448","Ecuador","Latin America and Caribbean","Paying.Taxes",145
"1449","Bahamas, The",NA,"Paying.Taxes",55
"1450","Ghana","Sub-Saharan Africa","Paying.Taxes",116
"1451","Belize",NA,"Paying.Taxes",48
"1452","Uganda","Sub-Saharan Africa","Paying.Taxes",84
"1453","Tajikistan","Central and Eastern Europe","Paying.Taxes",132
"1454","Iran, Islamic Rep.",NA,"Paying.Taxes",150
"1455","Brazil","Latin America and Caribbean","Paying.Taxes",184
"1456","Guyana",NA,"Paying.Taxes",123
"1457","Cabo Verde",NA,"Paying.Taxes",75
"1458","Egypt, Arab Rep.",NA,"Paying.Taxes",167
"1459","St. Vincent and the Grenadines",NA,"Paying.Taxes",101
"1460","Palau",NA,"Paying.Taxes",107
"1461","Nicaragua","Latin America and Caribbean","Paying.Taxes",159
"1462","Barbados",NA,"Paying.Taxes",89
"1463","Lebanon","Middle East and Northern Africa","Paying.Taxes",113
"1464","St. Kitts and Nevis",NA,"Paying.Taxes",124
"1465","Cambodia","Southeastern Asia","Paying.Taxes",136
"1466","Maldives",NA,"Paying.Taxes",118
"1467","Tanzania","Sub-Saharan Africa","Paying.Taxes",154
"1468","Mozambique","Sub-Saharan Africa","Paying.Taxes",117
"1469","Côte d'Ivoire",NA,"Paying.Taxes",175
"1470","Senegal","Sub-Saharan Africa","Paying.Taxes",178
"1471","Lao PDR",NA,"Paying.Taxes",156
"1472","Grenada",NA,"Paying.Taxes",141
"1473","Mali","Sub-Saharan Africa","Paying.Taxes",166
"1474","Niger","Sub-Saharan Africa","Paying.Taxes",160
"1475","Nigeria","Sub-Saharan Africa","Paying.Taxes",171
"1476","Gambia, The",NA,"Paying.Taxes",169
"1477","Pakistan","Southern Asia","Paying.Taxes",172
"1478","Burkina Faso","Sub-Saharan Africa","Paying.Taxes",153
"1479","Marshall Islands",NA,"Paying.Taxes",83
"1480","Mauritania","Sub-Saharan Africa","Paying.Taxes",179
"1481","Benin","Sub-Saharan Africa","Paying.Taxes",174
"1482","Bolivia","Latin America and Caribbean","Paying.Taxes",186
"1483","Guinea","Sub-Saharan Africa","Paying.Taxes",182
"1484","Djibouti","Sub-Saharan Africa","Paying.Taxes",108
"1485","Micronesia, Fed. Sts.",NA,"Paying.Taxes",110
"1486","Togo","Sub-Saharan Africa","Paying.Taxes",173
"1487","Kiribati",NA,"Paying.Taxes",94
"1488","Comoros","Sub-Saharan Africa","Paying.Taxes",168
"1489","Zimbabwe","Sub-Saharan Africa","Paying.Taxes",143
"1490","Sierra Leone","Sub-Saharan Africa","Paying.Taxes",85
"1491","Ethiopia","Sub-Saharan Africa","Paying.Taxes",133
"1492","Madagascar","Sub-Saharan Africa","Paying.Taxes",131
"1493","Cameroon","Sub-Saharan Africa","Paying.Taxes",183
"1494","Burundi","Sub-Saharan Africa","Paying.Taxes",138
"1495","Suriname","Latin America and Caribbean","Paying.Taxes",102
"1496","Algeria","Middle East and Northern Africa","Paying.Taxes",157
"1497","Gabon","Sub-Saharan Africa","Paying.Taxes",165
"1498","Iraq","Middle East and Northern Africa","Paying.Taxes",129
"1499","São Tomé and Príncipe",NA,"Paying.Taxes",135
"1500","Sudan","Sub-Saharan Africa","Paying.Taxes",163
"1501","Myanmar","Southeastern Asia","Paying.Taxes",125
"1502","Liberia","Sub-Saharan Africa","Paying.Taxes",69
"1503","Equatorial Guinea",NA,"Paying.Taxes",177
"1504","Syrian Arab Republic",NA,"Paying.Taxes",81
"1505","Angola","Sub-Saharan Africa","Paying.Taxes",103
"1506","Guinea-Bissau",NA,"Paying.Taxes",155
"1507","Bangladesh","Southern Asia","Paying.Taxes",152
"1508","Timor-Leste",NA,"Paying.Taxes",139
"1509","Congo, Rep.",NA,"Paying.Taxes",185
"1510","Chad","Sub-Saharan Africa","Paying.Taxes",188
"1511","Haiti","Latin America and Caribbean","Paying.Taxes",147
"1512","Congo, Dem. Rep.",NA,"Paying.Taxes",181
"1513","Afghanistan","Southern Asia","Paying.Taxes",176
"1514","Central African Republic","Sub-Saharan Africa","Paying.Taxes",187
"1515","Libya","Middle East and Northern Africa","Paying.Taxes",128
"1516","Yemen, Rep.",NA,"Paying.Taxes",80
"1517","South Sudan",NA,"Paying.Taxes",66
"1518","Venezuela, RB",NA,"Paying.Taxes",189
"1519","Eritrea",NA,"Paying.Taxes",148
"1520","Somalia",NA,"Paying.Taxes",190
"1521","New Zealand","Australia and New Zealand","Trading.across.Borders",56
"1522","Singapore","Southeastern Asia","Trading.across.Borders",42
"1523","Denmark","Western Europe","Trading.across.Borders",1
"1524","Korea, Rep.",NA,"Trading.across.Borders",33
"1525","Hong Kong SAR, China",NA,"Trading.across.Borders",31
"1526","United States","North America","Trading.across.Borders",36
"1527","United Kingdom","Western Europe","Trading.across.Borders",28
"1528","Norway","Western Europe","Trading.across.Borders",22
"1529","Georgia","Central and Eastern Europe","Trading.across.Borders",62
"1530","Sweden","Western Europe","Trading.across.Borders",18
"1531","Macedonia, FYR",NA,"Trading.across.Borders",27
"1532","Estonia","Central and Eastern Europe","Trading.across.Borders",17
"1533","Finland","Western Europe","Trading.across.Borders",34
"1534","Australia","Australia and New Zealand","Trading.across.Borders",95
"1535","Taiwan, China",NA,"Trading.across.Borders",55
"1536","Lithuania","Central and Eastern Europe","Trading.across.Borders",19
"1537","Ireland","Western Europe","Trading.across.Borders",47
"1538","Canada","North America","Trading.across.Borders",46
"1539","Latvia","Central and Eastern Europe","Trading.across.Borders",25
"1540","Germany","Western Europe","Trading.across.Borders",39
"1541","United Arab Emirates","Middle East and Northern Africa","Trading.across.Borders",91
"1542","Austria","Western Europe","Trading.across.Borders",1
"1543","Iceland","Western Europe","Trading.across.Borders",69
"1544","Malaysia","Southeastern Asia","Trading.across.Borders",61
"1545","Mauritius","Sub-Saharan Africa","Trading.across.Borders",70
"1546","Thailand","Southeastern Asia","Trading.across.Borders",57
"1547","Poland","Central and Eastern Europe","Trading.across.Borders",1
"1548","Spain","Western Europe","Trading.across.Borders",1
"1549","Portugal","Western Europe","Trading.across.Borders",1
"1550","Czech Republic","Central and Eastern Europe","Trading.across.Borders",1
"1551","France","Western Europe","Trading.across.Borders",1
"1552","Netherlands","Western Europe","Trading.across.Borders",1
"1553","Switzerland","Western Europe","Trading.across.Borders",38
"1554","Japan","Eastern Asia","Trading.across.Borders",51
"1555","Russian Federation",NA,"Trading.across.Borders",100
"1556","Kazakhstan","Central and Eastern Europe","Trading.across.Borders",123
"1557","Slovenia","Central and Eastern Europe","Trading.across.Borders",1
"1558","Belarus","Central and Eastern Europe","Trading.across.Borders",30
"1559","Slovak Republic",NA,"Trading.across.Borders",1
"1560","Kosovo","Central and Eastern Europe","Trading.across.Borders",48
"1561","Rwanda","Sub-Saharan Africa","Trading.across.Borders",87
"1562","Montenegro","Central and Eastern Europe","Trading.across.Borders",44
"1563","Serbia","Central and Eastern Europe","Trading.across.Borders",23
"1564","Moldova","Central and Eastern Europe","Trading.across.Borders",35
"1565","Romania","Central and Eastern Europe","Trading.across.Borders",1
"1566","Italy","Western Europe","Trading.across.Borders",1
"1567","Armenia","Central and Eastern Europe","Trading.across.Borders",52
"1568","Hungary","Central and Eastern Europe","Trading.across.Borders",1
"1569","Mexico","Latin America and Caribbean","Trading.across.Borders",63
"1570","Bulgaria","Central and Eastern Europe","Trading.across.Borders",21
"1571","Croatia","Central and Eastern Europe","Trading.across.Borders",1
"1572","Belgium","Western Europe","Trading.across.Borders",1
"1573","Cyprus","Western Europe","Trading.across.Borders",45
"1574","Israel","Middle East and Northern Africa","Trading.across.Borders",60
"1575","Chile","Latin America and Caribbean","Trading.across.Borders",68
"1576","Brunei Darussalam",NA,"Trading.across.Borders",144
"1577","Azerbaijan","Central and Eastern Europe","Trading.across.Borders",83
"1578","Peru","Latin America and Caribbean","Trading.across.Borders",92
"1579","Colombia","Latin America and Caribbean","Trading.across.Borders",125
"1580","Turkey","Middle East and Northern Africa","Trading.across.Borders",71
"1581","Costa Rica","Latin America and Caribbean","Trading.across.Borders",73
"1582","Mongolia","Eastern Asia","Trading.across.Borders",110
"1583","Luxembourg","Western Europe","Trading.across.Borders",1
"1584","Puerto Rico (U.S.)",NA,"Trading.across.Borders",64
"1585","Albania","Central and Eastern Europe","Trading.across.Borders",24
"1586","Bahrain","Middle East and Northern Africa","Trading.across.Borders",78
"1587","Greece","Western Europe","Trading.across.Borders",29
"1588","Vietnam","Southeastern Asia","Trading.across.Borders",94
"1589","Morocco","Middle East and Northern Africa","Trading.across.Borders",65
"1590","Jamaica","Latin America and Caribbean","Trading.across.Borders",130
"1591","Oman","Middle East and Northern Africa","Trading.across.Borders",72
"1592","Indonesia","Southeastern Asia","Trading.across.Borders",112
"1593","El Salvador","Latin America and Caribbean","Trading.across.Borders",43
"1594","Uzbekistan","Central and Eastern Europe","Trading.across.Borders",168
"1595","Bhutan","Southern Asia","Trading.across.Borders",26
"1596","Ukraine","Central and Eastern Europe","Trading.across.Borders",119
"1597","Kyrgyz Republic",NA,"Trading.across.Borders",84
"1598","China","Eastern Asia","Trading.across.Borders",97
"1599","Panama","Latin America and Caribbean","Trading.across.Borders",54
"1600","Kenya","Sub-Saharan Africa","Trading.across.Borders",106
"1601","Botswana","Sub-Saharan Africa","Trading.across.Borders",50
"1602","South Africa","Sub-Saharan Africa","Trading.across.Borders",147
"1603","Qatar","Middle East and Northern Africa","Trading.across.Borders",90
"1604","Malta","Western Europe","Trading.across.Borders",41
"1605","Zambia","Sub-Saharan Africa","Trading.across.Borders",150
"1606","Bosnia and Herzegovina","Central and Eastern Europe","Trading.across.Borders",37
"1607","Samoa",NA,"Trading.across.Borders",148
"1608","Tunisia","Middle East and Northern Africa","Trading.across.Borders",96
"1609","Tonga",NA,"Trading.across.Borders",103
"1610","Vanuatu",NA,"Trading.across.Borders",143
"1611","St. Lucia",NA,"Trading.across.Borders",82
"1612","Saudi Arabia","Middle East and Northern Africa","Trading.across.Borders",161
"1613","San Marino",NA,"Trading.across.Borders",20
"1614","Uruguay","Latin America and Caribbean","Trading.across.Borders",151
"1615","Seychelles",NA,"Trading.across.Borders",88
"1616","Kuwait","Middle East and Northern Africa","Trading.across.Borders",154
"1617","Guatemala","Latin America and Caribbean","Trading.across.Borders",79
"1618","Dominica",NA,"Trading.across.Borders",81
"1619","Dominican Republic","Latin America and Caribbean","Trading.across.Borders",59
"1620","India","Southern Asia","Trading.across.Borders",146
"1621","Fiji",NA,"Trading.across.Borders",75
"1622","Trinidad and Tobago","Latin America and Caribbean","Trading.across.Borders",126
"1623","Jordan","Middle East and Northern Africa","Trading.across.Borders",53
"1624","Lesotho","Sub-Saharan Africa","Trading.across.Borders",40
"1625","Nepal","Southern Asia","Trading.across.Borders",76
"1626","Namibia",NA,"Trading.across.Borders",132
"1627","Antigua and Barbuda",NA,"Trading.across.Borders",101
"1628","Paraguay","Latin America and Caribbean","Trading.across.Borders",120
"1629","Papua New Guinea",NA,"Trading.across.Borders",137
"1630","Malawi","Sub-Saharan Africa","Trading.across.Borders",117
"1631","Sri Lanka","Southern Asia","Trading.across.Borders",86
"1632","Swaziland","Sub-Saharan Africa","Trading.across.Borders",32
"1633","Philippines","Southeastern Asia","Trading.across.Borders",99
"1634","West Bank and Gaza",NA,"Trading.across.Borders",49
"1635","Honduras","Latin America and Caribbean","Trading.across.Borders",115
"1636","Solomon Islands",NA,"Trading.across.Borders",156
"1637","Argentina","Latin America and Caribbean","Trading.across.Borders",116
"1638","Ecuador","Latin America and Caribbean","Trading.across.Borders",102
"1639","Bahamas, The",NA,"Trading.across.Borders",157
"1640","Ghana","Sub-Saharan Africa","Trading.across.Borders",158
"1641","Belize",NA,"Trading.across.Borders",104
"1642","Uganda","Sub-Saharan Africa","Trading.across.Borders",127
"1643","Tajikistan","Central and Eastern Europe","Trading.across.Borders",149
"1644","Iran, Islamic Rep.",NA,"Trading.across.Borders",166
"1645","Brazil","Latin America and Caribbean","Trading.across.Borders",139
"1646","Guyana",NA,"Trading.across.Borders",142
"1647","Cabo Verde",NA,"Trading.across.Borders",107
"1648","Egypt, Arab Rep.",NA,"Trading.across.Borders",170
"1649","St. Vincent and the Grenadines",NA,"Trading.across.Borders",93
"1650","Palau",NA,"Trading.across.Borders",133
"1651","Nicaragua","Latin America and Caribbean","Trading.across.Borders",74
"1652","Barbados",NA,"Trading.across.Borders",129
"1653","Lebanon","Middle East and Northern Africa","Trading.across.Borders",140
"1654","St. Kitts and Nevis",NA,"Trading.across.Borders",66
"1655","Cambodia","Southeastern Asia","Trading.across.Borders",108
"1656","Maldives",NA,"Trading.across.Borders",152
"1657","Tanzania","Sub-Saharan Africa","Trading.across.Borders",182
"1658","Mozambique","Sub-Saharan Africa","Trading.across.Borders",109
"1659","Côte d'Ivoire",NA,"Trading.across.Borders",155
"1660","Senegal","Sub-Saharan Africa","Trading.across.Borders",135
"1661","Lao PDR",NA,"Trading.across.Borders",124
"1662","Grenada",NA,"Trading.across.Borders",131
"1663","Mali","Sub-Saharan Africa","Trading.across.Borders",85
"1664","Niger","Sub-Saharan Africa","Trading.across.Borders",122
"1665","Nigeria","Sub-Saharan Africa","Trading.across.Borders",183
"1666","Gambia, The",NA,"Trading.across.Borders",105
"1667","Pakistan","Southern Asia","Trading.across.Borders",171
"1668","Burkina Faso","Sub-Saharan Africa","Trading.across.Borders",113
"1669","Marshall Islands",NA,"Trading.across.Borders",67
"1670","Mauritania","Sub-Saharan Africa","Trading.across.Borders",138
"1671","Benin","Sub-Saharan Africa","Trading.across.Borders",136
"1672","Bolivia","Latin America and Caribbean","Trading.across.Borders",89
"1673","Guinea","Sub-Saharan Africa","Trading.across.Borders",165
"1674","Djibouti","Sub-Saharan Africa","Trading.across.Borders",159
"1675","Micronesia, Fed. Sts.",NA,"Trading.across.Borders",58
"1676","Togo","Sub-Saharan Africa","Trading.across.Borders",121
"1677","Kiribati",NA,"Trading.across.Borders",127
"1678","Comoros","Sub-Saharan Africa","Trading.across.Borders",111
"1679","Zimbabwe","Sub-Saharan Africa","Trading.across.Borders",153
"1680","Sierra Leone","Sub-Saharan Africa","Trading.across.Borders",162
"1681","Ethiopia","Sub-Saharan Africa","Trading.across.Borders",167
"1682","Madagascar","Sub-Saharan Africa","Trading.across.Borders",134
"1683","Cameroon","Sub-Saharan Africa","Trading.across.Borders",186
"1684","Burundi","Sub-Saharan Africa","Trading.across.Borders",164
"1685","Suriname","Latin America and Caribbean","Trading.across.Borders",80
"1686","Algeria","Middle East and Northern Africa","Trading.across.Borders",181
"1687","Gabon","Sub-Saharan Africa","Trading.across.Borders",169
"1688","Iraq","Middle East and Northern Africa","Trading.across.Borders",179
"1689","São Tomé and Príncipe",NA,"Trading.across.Borders",114
"1690","Sudan","Sub-Saharan Africa","Trading.across.Borders",185
"1691","Myanmar","Southeastern Asia","Trading.across.Borders",163
"1692","Liberia","Sub-Saharan Africa","Trading.across.Borders",177
"1693","Equatorial Guinea",NA,"Trading.across.Borders",174
"1694","Syrian Arab Republic",NA,"Trading.across.Borders",176
"1695","Angola","Sub-Saharan Africa","Trading.across.Borders",180
"1696","Guinea-Bissau",NA,"Trading.across.Borders",141
"1697","Bangladesh","Southern Asia","Trading.across.Borders",173
"1698","Timor-Leste",NA,"Trading.across.Borders",98
"1699","Congo, Rep.",NA,"Trading.across.Borders",184
"1700","Chad","Sub-Saharan Africa","Trading.across.Borders",172
"1701","Haiti","Latin America and Caribbean","Trading.across.Borders",77
"1702","Congo, Dem. Rep.",NA,"Trading.across.Borders",188
"1703","Afghanistan","Southern Asia","Trading.across.Borders",175
"1704","Central African Republic","Sub-Saharan Africa","Trading.across.Borders",145
"1705","Libya","Middle East and Northern Africa","Trading.across.Borders",118
"1706","Yemen, Rep.",NA,"Trading.across.Borders",189
"1707","South Sudan",NA,"Trading.across.Borders",178
"1708","Venezuela, RB",NA,"Trading.across.Borders",187
"1709","Eritrea",NA,"Trading.across.Borders",189
"1710","Somalia",NA,"Trading.across.Borders",160
"1711","New Zealand","Australia and New Zealand","Enforcing.Contracts",21
"1712","Singapore","Southeastern Asia","Enforcing.Contracts",2
"1713","Denmark","Western Europe","Enforcing.Contracts",32
"1714","Korea, Rep.",NA,"Enforcing.Contracts",1
"1715","Hong Kong SAR, China",NA,"Enforcing.Contracts",28
"1716","United States","North America","Enforcing.Contracts",16
"1717","United Kingdom","Western Europe","Enforcing.Contracts",31
"1718","Norway","Western Europe","Enforcing.Contracts",8
"1719","Georgia","Central and Eastern Europe","Enforcing.Contracts",7
"1720","Sweden","Western Europe","Enforcing.Contracts",36
"1721","Macedonia, FYR",NA,"Enforcing.Contracts",35
"1722","Estonia","Central and Eastern Europe","Enforcing.Contracts",11
"1723","Finland","Western Europe","Enforcing.Contracts",46
"1724","Australia","Australia and New Zealand","Enforcing.Contracts",3
"1725","Taiwan, China",NA,"Enforcing.Contracts",10
"1726","Lithuania","Central and Eastern Europe","Enforcing.Contracts",4
"1727","Ireland","Western Europe","Enforcing.Contracts",98
"1728","Canada","North America","Enforcing.Contracts",114
"1729","Latvia","Central and Eastern Europe","Enforcing.Contracts",20
"1730","Germany","Western Europe","Enforcing.Contracts",22
"1731","United Arab Emirates","Middle East and Northern Africa","Enforcing.Contracts",12
"1732","Austria","Western Europe","Enforcing.Contracts",9
"1733","Iceland","Western Europe","Enforcing.Contracts",29
"1734","Malaysia","Southeastern Asia","Enforcing.Contracts",44
"1735","Mauritius","Sub-Saharan Africa","Enforcing.Contracts",27
"1736","Thailand","Southeastern Asia","Enforcing.Contracts",34
"1737","Poland","Central and Eastern Europe","Enforcing.Contracts",55
"1738","Spain","Western Europe","Enforcing.Contracts",26
"1739","Portugal","Western Europe","Enforcing.Contracts",19
"1740","Czech Republic","Central and Eastern Europe","Enforcing.Contracts",91
"1741","France","Western Europe","Enforcing.Contracts",15
"1742","Netherlands","Western Europe","Enforcing.Contracts",69
"1743","Switzerland","Western Europe","Enforcing.Contracts",45
"1744","Japan","Eastern Asia","Enforcing.Contracts",51
"1745","Russian Federation",NA,"Enforcing.Contracts",18
"1746","Kazakhstan","Central and Eastern Europe","Enforcing.Contracts",6
"1747","Slovenia","Central and Eastern Europe","Enforcing.Contracts",122
"1748","Belarus","Central and Eastern Europe","Enforcing.Contracts",24
"1749","Slovak Republic",NA,"Enforcing.Contracts",84
"1750","Kosovo","Central and Eastern Europe","Enforcing.Contracts",49
"1751","Rwanda","Sub-Saharan Africa","Enforcing.Contracts",85
"1752","Montenegro","Central and Eastern Europe","Enforcing.Contracts",42
"1753","Serbia","Central and Eastern Europe","Enforcing.Contracts",60
"1754","Moldova","Central and Eastern Europe","Enforcing.Contracts",62
"1755","Romania","Central and Eastern Europe","Enforcing.Contracts",17
"1756","Italy","Western Europe","Enforcing.Contracts",108
"1757","Armenia","Central and Eastern Europe","Enforcing.Contracts",47
"1758","Hungary","Central and Eastern Europe","Enforcing.Contracts",13
"1759","Mexico","Latin America and Caribbean","Enforcing.Contracts",41
"1760","Bulgaria","Central and Eastern Europe","Enforcing.Contracts",40
"1761","Croatia","Central and Eastern Europe","Enforcing.Contracts",23
"1762","Belgium","Western Europe","Enforcing.Contracts",52
"1763","Cyprus","Western Europe","Enforcing.Contracts",138
"1764","Israel","Middle East and Northern Africa","Enforcing.Contracts",92
"1765","Chile","Latin America and Caribbean","Enforcing.Contracts",56
"1766","Brunei Darussalam",NA,"Enforcing.Contracts",61
"1767","Azerbaijan","Central and Eastern Europe","Enforcing.Contracts",38
"1768","Peru","Latin America and Caribbean","Enforcing.Contracts",63
"1769","Colombia","Latin America and Caribbean","Enforcing.Contracts",177
"1770","Turkey","Middle East and Northern Africa","Enforcing.Contracts",30
"1771","Costa Rica","Latin America and Caribbean","Enforcing.Contracts",129
"1772","Mongolia","Eastern Asia","Enforcing.Contracts",88
"1773","Luxembourg","Western Europe","Enforcing.Contracts",14
"1774","Puerto Rico (U.S.)",NA,"Enforcing.Contracts",113
"1775","Albania","Central and Eastern Europe","Enforcing.Contracts",120
"1776","Bahrain","Middle East and Northern Africa","Enforcing.Contracts",111
"1777","Greece","Western Europe","Enforcing.Contracts",131
"1778","Vietnam","Southeastern Asia","Enforcing.Contracts",66
"1779","Morocco","Middle East and Northern Africa","Enforcing.Contracts",57
"1780","Jamaica","Latin America and Caribbean","Enforcing.Contracts",127
"1781","Oman","Middle East and Northern Africa","Enforcing.Contracts",67
"1782","Indonesia","Southeastern Asia","Enforcing.Contracts",145
"1783","El Salvador","Latin America and Caribbean","Enforcing.Contracts",105
"1784","Uzbekistan","Central and Eastern Europe","Enforcing.Contracts",39
"1785","Bhutan","Southern Asia","Enforcing.Contracts",25
"1786","Ukraine","Central and Eastern Europe","Enforcing.Contracts",82
"1787","Kyrgyz Republic",NA,"Enforcing.Contracts",139
"1788","China","Eastern Asia","Enforcing.Contracts",5
"1789","Panama","Latin America and Caribbean","Enforcing.Contracts",148
"1790","Kenya","Sub-Saharan Africa","Enforcing.Contracts",90
"1791","Botswana","Sub-Saharan Africa","Enforcing.Contracts",133
"1792","South Africa","Sub-Saharan Africa","Enforcing.Contracts",115
"1793","Qatar","Middle East and Northern Africa","Enforcing.Contracts",123
"1794","Malta","Western Europe","Enforcing.Contracts",37
"1795","Zambia","Sub-Saharan Africa","Enforcing.Contracts",128
"1796","Bosnia and Herzegovina","Central and Eastern Europe","Enforcing.Contracts",71
"1797","Samoa",NA,"Enforcing.Contracts",86
"1798","Tunisia","Middle East and Northern Africa","Enforcing.Contracts",76
"1799","Tonga",NA,"Enforcing.Contracts",94
"1800","Vanuatu",NA,"Enforcing.Contracts",135
"1801","St. Lucia",NA,"Enforcing.Contracts",71
"1802","Saudi Arabia","Middle East and Northern Africa","Enforcing.Contracts",83
"1803","San Marino",NA,"Enforcing.Contracts",78
"1804","Uruguay","Latin America and Caribbean","Enforcing.Contracts",112
